,Agency Name,City_x,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,place_id,City_y,state_id,lat,lon
10,County of Miami-Dade (MDT),Miami,0.7488859468895152,1.2698260021797323,1.5684470663808396,1.5921057977899449,1.8598404607521213,1.396286806255738,0.6087752730302952,0.5059766999681431,0.5943881575166919,0.5149316763689011,0.8630126844750149,1.039796155881768,1.180217059518521,1.8210612944687854,2.965723611119955,3.9988827006495367,"Miami, FL",Miami,FL,25.7839,-80.2102
11,Dallas Area Rapid Transit (DART),Dallas,2.325389384221001,2.7797538490006257,5.666023291886688,8.715836050967212,13.195081288753737,11.268622896639252,6.34697800819756,4.398644368493145,3.793322688330492,3.1140981126401237,2.2864733647652713,2.2905493855708983,1.5418937970385242,1.8271939644181323,3.019552604185675,5.689916191576372,"Dallas, TX",Dallas,TX,32.7936,-96.7662
12,Denver Regional Transportation District (RTD),Denver,3.1705138012601997,2.3852209459530167,1.6297120452004712,2.7332315006406542,4.156184513243955,7.318637007194213,6.401541343055491,7.126741341213677,7.590905976224401,8.272026251679872,8.50903706497707,6.678472239767998,4.609989901455894,3.200125357564163,3.3245173090170894,1.9623252130498012,"Denver, CO",Denver,CO,39.7621,-104.8759
13,Fort Worth Transportation Authority (FWTA),Fort Worth,0.6517545971909116,2.0133286773290155,2.718750641563655,2.7602044285501637,2.27310843823348,2.722385585457062,2.90995837887577,2.227411289607468,2.4252753368032898,1.9385718980852278,8.708594857455568,9.511285012194119,34.10543924936867,49.12752742742909,39.02976172162373,11.93107684486995,"Fort Worth, TX",Fort Worth,TX,32.7811,-97.3473
14,"Golden Gate Bridge, Highway and Transportation District (GGBHTD)",San Francisco,0.8431321930393663,0.21024484429026694,1.958117718663942,1.093366990869454,1.7806882943436144,4.300393314236351,3.2632409862874816,3.18411935174124,0.9386121290608528,2.7182932950436456,5.701706514143414,4.480173007823025,1.1125428904868726,3.0777217676879944,13.025154272998046,27.880688969943666,"San Francisco, CA",San Francisco,CA,37.7562,-122.443
15,Greater Dayton Regional Transit Authority (GDRTA),Dayton,0.40531446544713096,0.31718149239661547,0.5589915466398283,0.9140380630974048,2.111743457395074,2.620412888078597,0.39449392536884464,0.8905853789537372,0.4959802771070969,0.826122880899318,0.7348709591544186,2.846462688092141,2.5790252284982387,2.630994513605566,4.258639330587478,8.245286240613561,"Dayton, OH",Dayton,OH,39.7797,-84.1998
16,Indianapolis and Marion County Public Transportation (IndyGo),Indianapolis,0.912495494622014,0.820563505115106,0.5259361530544422,0.8087449895949065,1.7223938107531485,1.6891215564361215,1.2557264899030762,0.5826873934931437,0.4085522748164821,1.1764417693301457,2.7034823551967935,1.632316227520289,0.973264148347602,3.631506663944168,12.79399840196933,7.0920399277358825,"Indianapolis, IN",Indianapolis,IN,39.7771,-86.1458
17,King County Department of Metro Transit (KCM),Seattle,0.7066362510348313,0.5343767601515338,0.6006572723084976,0.8282474666429355,0.9180872258344955,0.7542175871130493,2.3143070305129023,1.5239502182405207,0.8779646465327425,0.9566814988336922,1.3082234638494368,2.1396279496885815,1.4686090044739684,2.782949507639802,1.7929388006268479,2.0002723468067494,"Seattle, WA",Seattle,WA,47.6211,-122.3244
18,Los Angeles County Metropolitan Transportation Authority (LACMTA),Los Angeles,1.2263941679881019,0.7957932203418967,0.8927306925891193,0.9276098467194971,1.1355586464344591,1.283908853644418,1.5747064979792398,1.5735458569418415,1.6659249820945532,2.9491889460023346,4.321129038377218,3.9377328368308913,3.4903661824597645,4.347153691720396,4.468121144349864,9.754743090582492,"Los Angeles, CA",Los Angeles,CA,34.1139,-118.4068
19,MTA New York City Transit (NYCT),Brooklyn,0.6740538535866178,0.6774901378765806,0.756551009076495,0.9913648850032545,1.1992884208817223,0.9966184979666326,0.8238305377623986,0.9523802992272682,0.8307304968213846,0.7586051395350581,0.8616328424056935,0.7873075665398146,0.8537344570017665,1.0743508447569805,1.1551678987846963,1.898007820301476,"Brooklyn, NY",Brooklyn,NY,40.6501,-73.9496
20,Maryland Transit Administration (MTA),Baltimore,1.9514597690062925,1.920654961696299,0.9693342456118398,1.3614674021635722,1.8167511937580845,2.210327386537631,2.4642204958094016,3.186434872712802,3.1809386979150154,3.0681473195456292,3.6417368664647904,3.0916548953335603,3.69779624050299,3.1955291117307945,2.5819773038592158,12.493746633957114,"Baltimore, MD",Baltimore,MD,39.3051,-76.6144
21,Massachusetts Bay Transportation Authority (MBTA),Boston,1.3189776669724094,1.3173069975631901,1.498925054018324,1.0472591549969932,1.4144739330961074,1.0712258988173016,1.018653154600676,1.0099087531781772,1.202132432084555,1.4599107345629212,1.823132056937573,1.8083230624813182,2.035584875307853,1.5962336157237904,2.9083828667662637,6.608506974550569,"Boston, MA",Boston,MA,42.3188,-71.0846
22,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad (MTA-MNCR)",New York,6.222756085826652,5.027161079661076,4.52531115572518,5.787786863749638,4.861043043492803,3.307796793807944,2.2426057319221697,3.2910044966306073,3.7494654007794845,3.178161314105261,3.1614451734873126,4.14533719033058,4.885168336702157,5.029944737477841,6.167078602322426,19.43948355907415,"New York, NY",New York,NY,40.6943,-73.9249
