,Agency Name,City_x,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,place_id,City_y,state_id,lat,lon
23,Metropolitan Atlanta Rapid Transit Authority (MARTA),Atlanta,2.419607278820822,2.704344512017195,2.9229058073552254,2.824376004825116,2.658700327491816,2.712749339322882,2.6300212020958087,2.721856425289041,3.013234657252481,3.3257319567192405,3.343531013023692,3.2416225489909483,3.3764783433654033,4.54515101588125,5.005775887404145,9.189889478992963,"Atlanta, GA",Atlanta,GA,33.7627,-84.4224
24,New Jersey Transit Corporation,Newark,0.04243683628908823,0.051384985044301834,0.26455970978193133,0.8079225819874253,0.12201511732554711,0.27374506290587863,0.1304379433515034,0.13719404345051817,0.13288788039122806,1.9325679184654407,1.8692993214055524,2.27238279235972,2.367955000498822,0.017550377611311237,0.06049475063918461,0.014559975571181329,"Newark, NJ",Newark,NJ,40.7245,-74.1725
25,New Orleans Regional Transit Authority (NORTA),New Orleans,0.0,,6.568723631186378,3.5879898427105155,4.511753582912578,4.241898181484498,4.364384132204652,2.8365823743532,2.3520934221604555,3.4749300247231423,3.1115936228869088,4.062745564881948,4.0462965039378505,3.721727671777512,5.261230014153063,3.6722062472547576,"New Orleans, LA",New Orleans,LA,30.0687,-89.9288
26,Northeast Illinois Regional Commuter Railroad Corporation,Chicago,5.562396032414708,4.377932165160611,3.783684004399535,3.9674058101418552,4.6662803145414,5.024644215733515,6.957396967719682,4.62903574622321,4.659521362715275,5.902898483270394,6.345889893472872,6.678461921621208,6.111789834048981,7.421446881836707,8.090237392160391,27.414154393713094,"Chicago, IL",Chicago,IL,41.8373,-87.6862
27,Northern Indiana Commuter Transportation District (NICTD),Chesterton,1.0970231031050401,0.9660564119283644,1.00713037121266,0.981160085925203,0.7307170289979107,0.8048394422730172,0.8049619930210591,1.0092868293049968,1.0258042443898212,1.023907407776383,1.0228719701564661,1.0559119654802402,6.624939739721897,2.6273960008787727,6.967941313246455,42.90602372345482,"Chesterton, IN",Chesterton,IN,41.5997,-87.0548
28,Pace - Suburban Bus Division,Arlington Heights,0.2789270815511772,0.24961350035389054,0.6580604835125998,0.6830497710721822,0.47450210651510916,0.37648857055843654,0.4012879716860254,0.6003650765505096,0.6503412649511137,0.8120748878094725,5.584817389563998,5.655681916069919,6.770912920447966,6.41566905642029,6.533586464091468,10.791783209245523,"Arlington Heights, IL",Arlington Heights,IL,42.0955,-87.9825
29,Peninsula Corridor Joint Powers Board (PCJPB),San Carlos,1.666080343742753,2.6130131960998484,1.7207233494677936,3.1249865765408775,2.867899611059723,2.7702902444146855,4.559512669094,2.983429670171688,3.4793788765125835,3.377715591250403,3.877367612301905,3.5252136953817073,4.692089719566324,7.089366706765864,5.647045661355305,12.024978517796201,"San Carlos, CA",San Carlos,CA,37.4982,-122.268
30,Port Authority of Allegheny County,Pittsburgh,0.4960357887050211,0.4128743132445483,0.3750220658657545,0.6129256733736559,0.6555281852485789,0.5611277752025703,0.5335955419035342,0.5443473141410962,0.547814981095842,0.5923310762318337,0.5740216489981876,0.6344979036294621,0.6689391901735493,0.7095807567384688,0.7838844852666107,0.7200780098543372,"Pittsburgh, PA",Pittsburgh,PA,40.4396,-79.9762
31,Rhode Island Public Transit Authority (RIPTA),Providence,0.3851739235513701,0.3658206186562955,0.3744135553911086,0.459343174661256,0.5055051382501371,0.532627359769712,0.5519527604945479,0.5444365930466792,0.5563127366105798,2.9752896626297907,3.360118866916182,3.2204887216313764,3.432665653188232,3.765763160689121,3.641129177641548,5.406847367414114,"Providence, RI",Providence,RI,41.823,-71.4187
32,San Diego Metropolitan Transit System (MTS),San Diego,1.4222357685102653,0.5287478328193312,0.6874366431858856,0.20494997521119787,0.2857320044414661,0.3561274233478538,0.26442857743856096,0.2874117497072209,0.3051839493165925,0.30639076685297556,0.3865855364895472,0.6861050191683309,0.5969457257280948,1.1124522883853352,1.454923917690148,1.2415486268299705,"San Diego, CA",San Diego,CA,32.8312,-117.1225
33,San Francisco Bay Area Rapid Transit District (BART),Oakland,2.9524135420747064,2.421734274654772,2.464488242253603,3.2263712848317576,4.078075076984291,3.2896781298390634,3.5259316021220797,3.570215268953052,3.308148053782535,2.3671384859664,2.6207507921576454,2.4638651183373375,3.8009570473339376,3.953617419478809,5.126910308350985,29.457952343117398,"Oakland, CA",Oakland,CA,37.7903,-122.2165
34,Santa Clara Valley Transportation Authority (VTA),San Jose,9.084834344737148,6.707619267529434,4.967826082194157,4.0679423044543,6.7607785500381,5.00764681473623,3.5487432637158953,6.044029614143182,3.8071128410653747,7.409610636860899,8.251746954084238,10.19236486187494,11.743530242500201,10.531855453606244,10.964799168533816,26.769852002369767,"San Jose, CA",San Jose,CA,37.3019,-121.8486
35,Southeastern Pennsylvania Transportation Authority (SEPTA),Philadelphia,0.24441026532811094,0.24037128265247876,0.2896196877304605,0.27561362919226995,0.3561429533494649,0.24282164096925732,0.32722842993412127,0.449760725542571,0.4826145236070433,0.35587082030014966,0.39280964632578147,0.4066637364789394,0.6174654319671992,0.764470527195844,0.7874998939217736,0.8995693940399113,"Philadelphia, PA",Philadelphia,PA,40.0077,-75.1339
36,Staten Island Rapid Transit Operating Authority (SIRTOA),Staten Island,5.970908658427385,5.109294493182761,5.341623400332322,2.5649218955732556,4.362783589522207,3.4311447674093487,3.115572519977629,6.320405640286844,4.724883192203852,5.268647355017482,6.708324252083877,6.978199556088002,7.9388020250532225,6.95308463661646,6.472876668957192,11.01110488400448,"Staten Island, NY",Staten Island,NY,40.5834,-74.1496
37,The Greater Cleveland Regional Transit Authority (GCRTA),Cleveland,0.04689296879948185,0.307298279351037,3.1279131521579253,3.3082136969286697,3.468396016791475,3.800484993636792,2.946558992400646,3.5993301254094017,0.0,4.1175031626501655,4.408901822630688,5.056736300620475,5.499467731541699,6.570813406436572,8.087716254828566,12.671574601573253,"Cleveland, OH",Cleveland,OH,41.4767,-81.6804
38,Tri-County Metropolitan Transportation District of Oregon,Portland,1.9541373736138488,2.4807297794942125,2.490328070808215,3.7962657758679126,2.968271854801215,2.3744724292675596,2.3137297902967933,2.7575990813198055,3.790552155080945,4.740024682837609,2.4274719732341365,2.4737869463607045,2.9993131633556818,3.9545883645019706,5.119384897767428,8.790821178279195,"Portland, OR",Portland,OR,45.5372,-122.65
39,Utah Transit Authority (UTA),Salt Lake City,2.2206836917894277,5.533561134139159,3.626436996399887,11.250774703114285,10.297733546124437,9.741807518168923,0.0,0.0,0.0,0.027423692852289124,0.0223263620514236,0.06832568595424172,0.06322502986373742,7.473966319203829,6.71190601604225,10.994927437129483,"Salt Lake City, UT",Salt Lake City,UT,40.7777,-111.9306
40,VIA Metropolitan Transit (VIA),San Antonio,2.00642723889591,2.087755726663913,2.2378576389063065,2.5145709888882273,2.315659079324574,2.304607905120561,2.4989357440519053,2.757188987240305,3.2986974505468463,3.5615742745317704,4.062801163189821,4.703298315382948,8.09604279390376,5.236626701719441,4.343614580422607,3.946293070277154,"San Antonio, TX",San Antonio,TX,29.4658,-98.5253
41,"Valley Metro Rail, Inc. (VMR)",Phoenix,,,,,7.7078310389157325,3.235871986996527,1.67184023751451,1.1429747084604993,4.391868422785894,5.300744016508523,7.015098696684383,4.076597749981461,2.156057902542166,5.213075856088472,6.901255474111346,21.841418564301563,"Phoenix, AZ",Phoenix,AZ,33.5722,-112.0891
42,Washington Metropolitan Area Transit Authority (WMATA),Washington,0.6976974071618356,1.0501402433624412,1.6317833568130025,1.4855613617808012,1.1877858237636862,1.2386029661714701,1.1195095041950298,1.2233373657519109,1.3087758675966776,1.4728536769637377,1.8916907956973719,2.1247179568110464,1.879645107620337,2.371600317354689,2.904899308373452,7.169324269948262,"Washington, DC",Washington,DC,38.9047,-77.0163
43,Washington State Ferries (WSF),Olympia,0.001169141025211477,0.006626095071178553,0.0,0.0,0.10368031877904266,0.0,0.016396359677761173,0.026268983784170113,0.004662211229180308,0.0004275734115544044,0.013185673946609843,0.028453089782864035,0.0022500650105924578,0.0,0.0,0.0,"Olympia, WA",Olympia,WA,47.0417,-122.8959
